CasoPeorBurbujaNormal;CasoMedioBurbujaNormal;CasoMejorBurbujaNormal;CasoPeorSeleccionDirectaNormal;CasoMedioSeleccionDirectaNormal;CasoMejorSeleccionDirectaNormal;CasoPeorMezclaNormal;CasoMedioMezclaNormal;CasoMejorMezclaNormal;CasoPeorBurbujaVolatile;CasoMedioBurbujaVolatile;CasoMejorBurbujaVolatile;CasoPeorSeleccionDirectaVolatile;CasoMedioSeleccionDirectaVolatile;CasoMejorSeleccionDirectaVolatile;CasoPeorMezclaVolatile;CasoMedioMezclaVolatile;CasoMejorMezclaVolatile;
  130600;  232700;   38100;  228500;  233100;  230900;   15200;   28100;   12500;  130100;  227700;   54900;  229000;  237400;  238400;   25800;   42700;   22600;
  133400;  259100;   38200;  232200;  237500;  230200;   22400;   27800;   12700;  133900;  234900;   56500;  229800;  238400;  232200;   25100;   44700;   20600;
  132800;  258000;   39000;  236500;  252600;  230700;   16100;   27000;   12600;  131100;  242200;   55400;  240400;  237000;  231700;   24300;   43700;   22900;
  133500;  253900;   38800;  453100;  236900;  233100;   15600;   26700;   12700;  132600;  236700;   56300;  239500;  239600;  230800;   29400;   41800;   21300;
  133100;  248100;   42900;  294200;  240100;  233800;   17200;   27200;   13500;  132000;  242100;   55900;  232100;  239900;  232800;   25300;   43600;   21000;
  134500;  234600;   39600;  282400;  237600;  234600;   20900;   25900;   13000;  133900;  241200;   57600;  233000;  242900;  232700;   24400;   41100;   22900;
  134300;  240700;   44400;  241100;  240600;  235700;   16100;   27600;   13100;  133800;  228000;   57300;  235500;  241700;  235100;   24600;   50100;   21500;
  135400;  246500;   81300;  245800;  242700;  235800;   16200;   29200;   13700;  134800;  229100;   55200;  237900;  241400;  250000;   24300;   45400;   22600;
  137500;  237400;   69600;  245900;  243000;  237000;   20700;   26300;   12700;  134100;  237200;   55400;  237000;  241800;  235300;   26000;   42500;   23400;
  137200;  236700;   69300;  247800;  246000;  237600;   22100;   28200;   13400;  138600;  233300;   57500;  238200;  251100;  235900;   27200;   43700;   21300;
  135000;  274900;   69000;  251500;  247000;  237000;   17400;   26500;   13300;  138000;  240000;   56800;  238400;  243000;  238200;   31300;   44500;   23000;
  136000;  249800;   70300;  262600;  245200;  240200;   16500;   32300;   13400;  136300;  248200;   56000;  264400;  248900;  240400;   28100;   45600;   21000;
  136900;  246800;   68900;  258900;  245700;  242000;   16200;   27800;   12900;  137600;  236600;   56600;  240200;  246700;  240300;   28900;   48100;   24900;
  136900;  244900;   70500;  243200;  248600;  241900;   15900;   27200;   12900;  136800;  245700;   57500;  240000;  280300;  239100;   27300;   42600;   23500;
  138300;  238400;   56000;  239700;  251800;  246100;   16300;   28100;   13100;  139400;  238300;   57500;  247200;  249400;  241000;   25500;   44600;   22000;
  140900;  261000;   43400;  241700;  246700;  242300;   17100;   30400;   12900;  138900;  244200;   58300;  247100;  249200;  245300;   25200;   45100;   23600;
  139100;  247600;   40200;  247100;  252100;  245100;   15700;   27300;   12900;  138800;  244000;   58700;  245400;  250400;  243100;   25500;   44000;   21700;
  139000;  242100;   40200;  244700;  249400;  244100;   16600;   33100;   13600;  138200;  233000;   58700;  246700;  249400;  242300;   26800;   45100;   24100;
  139900;  265800;   40400;  244900;  253000;  245600;   16300;   31100;   13300;  138700;  251000;   60200;  248300;  251800;  247400;   24800;   44700;   31300;
  141600;  280400;   40700;  248400;  254700;  246400;   16700;   28700;   19800;  140900;  246700;   59900;  249300;  261400;  250500;   25500;   45100;   21800;
  140800;  279400;   40800;  247500;  256600;  248700;   17300;   33600;   13400;  143900;  254200;   60800;  247800;  252500;  247900;   25400;   46800;   22800;
  142000;  283200;   41300;  247400;  257100;  246800;   17400;   27700;   16700;  142100;  242500;   61900;  248700;  254600;  246500;   27900;   46300;   22900;
  142600;  293600;   44400;  252300;  272200;  249300;   16300;   30000;   23000;  141900;  251200;   56800;  249800;  256000;  248400;   26600;   46400;   22200;
  144000;  283800;   45800;  251000;  255200;  252600;   16300;   30500;   13300;  145600;  242200;   52200;  251000;  265000;  251600;   25200;   49400;   22800;
  141800;  276400;   50700;  256300;  258300;  251800;   16600;   27100;   13200;  144300;  250100;   46600;  252900;  256600;  250000;   27300;   44700;   23600;
  143800;  287200;   47300;  257100;  261400;  252200;   17000;   33300;   15600;  145400;  262400;   46600;  251400;  260300;  249200;   25600;   47000;   22800;
  145100;  292600;   52000;  251500;  258600;  251900;   17000;   29100;   13300;  144400;  244200;   47400;  256200;  265300;  252400;   25200;   47500;   23800;
  145100;  282800;   44400;  254900;  257700;  252500;   20100;   27000;   13300;  145200;  246900;   47300;  258100;  260000;  252800;   29900;   48600;   22300;
  148200;  291100;   44700;  257600;  261700;  256000;   16900;   28200;   13400;  146300;  246300;   47900;  264600;  262900;  253200;   27000;   48400;   22000;
  144000;  295300;   44800;  255100;  261100;  254500;   16700;   28000;   13300;  146300;  260200;   48000;  264800;  261500;  255000;   28200;   44300;   24000;
  148000;  281200;   41800;  258800;  263800;  256600;   17800;   28800;   13500;  148500;  248900;   48700;  265000;  266000;  255000;   28900;   44900;   22800;
  147400;  290600;   44200;  258000;  261900;  257800;   21600;   27900;   20600;  148000;  254100;   48800;  260500;  263300;  258300;   25300;   45600;   24300;
  146600;  257300;   42000;  260200;  263400;  259100;   17100;   26400;   14100;  146700;  270500;   48700;  258300;  264900;  258200;   25700;   47500;   24200;
  148200;  266900;   44500;  259600;  264500;  261100;   18700;   31100;   14100;  148500;  274700;   48700;  259900;  266600;  257100;   26400;   46800;   23300;
  149000;  254900;   42400;  258100;  266300;  258100;   17300;   39700;   13800;  149200;  257400;   48400;  272900;  274700;  263200;   26600;   49000;   26100;
  149600;  254400;   43200;  261100;  267000;  261900;   19600;   41600;   13600;  149300;  252500;   48500;  261200;  266600;  263500;   27300;   49400;   32300;
  149800;  327000;   42900;  263900;  269900;  262700;   17400;   49100;   13700;  149900;  258400;   49800;  282400;  266900;  261000;   29300;   49000;   23400;
  172200;  345000;   43200;  267000;  269300;  261900;   20500;   41800;   14600;  150500;  256300;   55500;  263500;  272800;  264800;   25600;   45600;   25500;
  150100;  260000;   44400;  263900;  268600;  264000;   18400;   43700;   15200;  152000;  256100;   61300;  266000;  272500;  265300;   26900;   49200;   24700;
  167900;  272000;   44300;  264300;  275100;  267200;   19900;   35400;   15100;  152800;  259000;   88100;  264400;  269400;  262700;   27800;   49900;   22600;
  150400;  274700;   43800;  266700;  272300;  265400;   21700;   43300;   13700;  153800;  261500;   49400;  268100;  270700;  266200;   25200;   47000;   24000;
  167800;  267200;   44200;  270500;  273100;  269400;   17400;   42700;   13800;  152000;  262700;   49400;  309000;  380500;  266300;   26200;   51300;   24800;
  173000;  263900;   44900;  271400;  271700;  270700;   20800;   40300;   13700;  152700;  266600;   55900;  270000;  273000;  269400;   28100;   46600;   22800;
  171200;  271900;   44000;  287000;  274500;  270700;   17400;   41800;   13600;  155000;  266500;   49600;  268200;  272200;  266900;   31700;   42400;   28100;
  173300;  274700;   44700;  268000;  277300;  268800;   21500;   34000;   13900;  155200;  264300;   49800;  270300;  275700;  268200;   34700;   41100;   27200;
  168800;  273100;   51500;  268700;  275600;  271400;   21000;   34400;   14500;  155300;  268300;   50000;  274000;  275700;  268700;   27300;   44700;   24800;
  170800;  283000;   51400;  272500;  277700;  270300;   17900;   32100;   14000;  154200;  267200;   51000;  270600;  279600;  282800;   26500;   39100;   24300;
  153500;  287800;   44300;  306600;  279900;  277000;   19800;   33100;   13700;  155800;  271800;   50600;  273500;  277900;  270500;   26000;   40500;   25400;
  189200;  279900;   48200;  275500;  279500;  282500;   17700;   38900;   15300;  157500;  262400;   51100;  274500;  279300;  271800;   27200;   43500;   23300;
  160500;  290500;   44500;  280600;  280200;  272300;   17600;   41100;   19900;  179200;  268600;   50800;  274600;  279300;  282500;   26000;   40800;   24300;
  193800;  289600;   49600;  283900;  282100;  288700;   18000;   40500;   52800;  152300;  264500;   51100;  275300;  282000;  277400;   29900;   40400;   24600;
  176300;  292300;   45000;  280100;  283400;  273800;   24100;   30900;   23400;  158500;  271600;   61300;  275600;  282600;  273400;   27700;   38300;   24100;
  158500;  295900;   49700;  276500;  283400;  273900;   17800;   34300;   23600;  156500;  279800;   57600;  279200;  281600;  276500;   27300;   40600;   25100;
  201600;  295900;   55200;  278300;  283400;  276700;   18000;   32300;   23700;  158300;  274900;   51400;  278500;  283300;  282900;   27800;   50200;   25100;
  201800;  279900;   45200;  280300;  285500;  363900;   17700;   33500;   24400;  158700;  265100;   51900;  277600;  286200;  278200;   27400;   39200;   24000;
  158700;  285500;   45400;  286900;  289200;  288700;   17200;   36800;   28600;  159700;  306300;   63300;  281500;  289300;  281700;   26700;   37900;   24900;
  160400;  290200;   45600;  284700;  287000;  312900;   17800;   32200;   26700;  161100;  275000;   54300;  282300;  289900;  280000;   26600;   39700;   25000;
  160700;  297800;   45800;  294800;  288900;  333700;   17600;   29600;   29800;  159600;  301300;   51900;  283500;  287900;  281400;   28100;   37300;   23700;
  177500;  291600;   45600;  282600;  289400;  281000;   17700;   29600;   30400;  162700;  276000;   52200;  281600;  291000;  281800;   28900;   38800;   27900;
  164100;  304700;   45900;  281400;  290500;  282200;   17800;   30800;   29800;  160400;  277800;   52500;  286700;  288200;  283900;   26600;   41600;   25800;
  181300;  295000;   46400;  298000;  293100;  284600;   20200;   36100;   31300;  161100;  263700;   53300;  284700;  291200;  285800;   28100;   37600;   25100;
  170000;  288400;   46200;  300600;  290200;  284700;   26100;   38200;   31000;  164200;  282500;   53400;  285300;  292400;  284000;   28100;   63100;   25200;
  163000;  301700;   46500;  292900;  292800;  286500;   18300;   42100;   32900;  163800;  272200;   54000;  286000;  292800;  286200;   29200;   44500;   26300;
  163500;  303000;   46700;  295900;  294100;  289200;   19300;   41200;   32600;  165100;  277400;   54000;  295200;  291300;  310100;   27300;   50700;   24600;
  164300;  282800;   46800;  289800;  296200;  288400;   17200;   41600;   36200;  163700;  277000;   53600;  288000;  294700;  286800;   29500;   40600;   28200;
  169500;  273100;   52000;  291600;  294800;  293200;   17700;   35700;   38500;  164600;  380200;   54100;  287000;  297100;  295700;   30500;   39300;   25400;
  167100;  280300;   50600;  293500;  297800;  290200;   19600;   40000;   36400;  165400;  456500;   54100;  291100;  295900;  295100;   27000;   59500;   25100;
  168100;  309800;   47200;  299600;  298400;  292500;   17500;   29400;   36300;  165500;  431000;   54000;  293200;  296700;  308900;   28700;   37600;   25700;
  167000;  285400;   47300;  292100;  296700;  291400;   18100;   30100;   40000;  168400;  378400;   54700;  306900;  299000;  306900;   28400;   38800;   25700;
  167200;  314900;   47400;  296100;  300400;  294400;   18000;   43200;   36500;  165900;  402000;   60900;  326300;  299200;  292100;   26300;   35200;   24900;
  167800;  321600;   48400;  302500;  303600;  294200;   17700;   37500;   33000;  169000;  321500;   56100;  335600;  299500;  303100;   29600;   37700;   24800;
  169500;  285600;   66100;  294500;  303300;  294300;   17900;   32100;   37600;  166900;  302900;   64700;  388100;  302900;  312400;   31200;   37100;   25700;
  169500;  291000;   52400;  298900;  300900;  299400;   17900;   32800;   33100;  168200;  280400;   60700;  318800;  302900;  304400;   27700;   37500;   27800;
  168900;  295700;   55400;  296900;  301600;  296200;   18100;   34000;   33300;  171300;  292200;   55700;  329700;  304300;  469500;   26800;   36400;   25000;
  169300;  297500;   56600;  301600;  303700;  300300;   18100;   31600;   35900;  169200;  284700;   54900;  332300;  305500;  323500;   29400;   37000;   26900;
  168000;  291900;   52200;  304400;  306800;  296100;   17800;   33300;   33900;  170800;  287600;   55000;  330300;  306100;  317300;   35900;   36400;   29500;
  173300;  293500;   48400;  305100;  307600;  299900;   17900;   37000;   48300;  170400;  312500;   55100;  300500;  307300;  307800;   28300;   39100;   28900;
  172100;  291400;   52100;  303600;  383200;  300800;   18300;   31300;   36200;  171600;  313700;   55500;  300700;  307800;  313700;   28100;   45600;   26000;
  168700;  292000;   69700;  318600;  351800;  301700;   18200;   31000;   25600;  171600;  295900;   55900;  306200;  308300;  400400;   28100;   46700;   26000;
  169800;  279500;   75000;  302100;  322500;  303300;   18800;   31700;   24900;  176300;  293900;   55900;  301800;  308600;  307500;   26200;   39500;   26600;
  171900;  299000;   75600;  306600;  309300;  303700;   19000;   31700;   23800;  173900;  287600;   56200;  303800;  309100;  315400;   27000;   38600;   26600;
  169300;  288800;   75400;  325200;  311800;  305400;   18200;   29100;   26200;  174600;  295100;   56600;  309800;  311000;  340100;   27600;   40100;   26300;
  174500;  293000;   75400;  314400;  312400;  304600;   17900;   32400;   19500;  173300;  294600;   56800;  306700;  313000;  307300;   31000;   40600;   26600;
  174900;  303700;   53500;  333900;  317100;  308100;   19300;   31100;   22800;  175700;  296700;   64000;  306300;  313100;  316100;   35500;   40000;   25500;
  175600;  296300;   50100;  314200;  318700;  309200;   20500;   29600;   19800;  176900;  297800;   63700;  318100;  314900;  315500;   40200;   40400;   26600;
  176100;  290300;   49600;  309500;  316700;  311000;   18000;   33600;   17600;  177600;  298200;   64400;  310000;  314500;  315500;   42700;   41500;   25800;
  177200;  297100;   49700;  321700;  317300;  306900;   17800;   32300;   17300;  176100;  296600;   64300;  308200;  317100;  318200;   45000;   43000;   25300;
  180800;  311100;   50000;  317200;  318900;  314000;   18300;   39400;   16600;  178000;  287000;   62300;  310000;  321700;  315700;   29300;   40300;   26800;
  178100;  295400;   50000;  314900;  320400;  311500;   18800;   31300;   22200;  177200;  291800;   58000;  311100;  320200;  311200;   30000;   43600;   27000;
  178600;  306000;   60500;  320700;  318800;  310700;   19500;   45000;   19600;  179300;  302800;   59500;  314700;  316700;  314200;   29200;   41900;   26500;
  179600;  340900;   56200;  318600;  346000;  317600;   18800;   46700;   17000;  181000;  300200;   63900;  318800;  322900;  313700;   31800;   40900;   24600;
  180000;  329700;   53100;  320000;  340600;  315500;   18900;   45100;   17500;  179000;  302800;   65600;  316300;  319200;  315800;   28900;   44800;   28000;
  181000;  328200;   50600;  324800;  466400;  315100;   18500;   37400;   17900;  182100;  309900;   65200;  319500;  322800;  316900;   42100;   42000;   26900;
  181000;  317200;   72700;  324100;  321300;  331200;   18600;   37400;   17400;  180100;  298800;   58200;  316100;  389800;  316900;   43500;   40200;   25400;
  183800;  303600;   81000;  330200;  327200;  316300;   19000;   34100;   17600;  182600;  300800;   62900;  319500;  327000;  318600;   45000;   39400;   26300;
  182500;  342600;   52300;  375200;  326500;  319700;   18200;   31800;   16400;  183000;  304700;   67200;  320600;  324900;  318900;   46100;   41400;   27800;
  182700;  341700;   54100;  328200;  327500;  321700;   18500;   32700;   15800;  183700;  312800;   60200;  322700;  340500;  321200;   41800;   49000;   25700;
  184200;  335800;   57700;  386800;  330800;  322000;   18800;   36300;   21200;  184300;  310300;   60300;  323000;  326500;  321000;   43100;   39200;   26200;
  185300;  346600;   51600;  343700;  331100;  320900;   25600;   31800;   23300;  183100;  312800;   60900;  327800;  345200;  323000;   44400;   38300;   27200;
  184300;  349800;   56600;  383000;  331100;  324400;   20000;   32900;   23500;  184500;  310300;   61200;  328800;  333200;  322300;   43800;   41100;   27000;
  185300;  345500;   52000;  338600;  335500;  329100;   19200;   34300;   28200;  185400;  311300;   61000;  329700;  350700;  357800;   43100;   50800;   28400;
  188100;  343200;   52200;  331600;  333900;  322100;   18700;   33200;   25600;  186500;  306000;   60700;  332600;  346900;  326600;   46700;   41700;   26200;
  188200;  350100;   52500;  344400;  338200;  326000;   21600;   31100;   24800;  189600;  322300;   60200;  332600;  459800;  324400;   46900;   29800;   26900;
  187700;  351600;   52400;  329800;  343400;  327500;   19900;   34600;   26900;  185600;  303200;   60800;  329900;  645200;  330900;   39000;   29400;   28500;
  189300;  329800;   52600;  328900;  333700;  330200;   19200;   33700;   18900;  188200;  309300;   69900;  327000;  347000;  328800;   42800;   31500;   26000;
  188800;  309300;   52800;  329100;  334000;  328500;   18800;   43600;   18300;  187300;  323200;   61600;  328600;  340000;  329800;   45100;   31900;   25900;
  189200;  336900;   57000;  334400;  339000;  344900;   19300;   43500;   17400;  189900;  316900;   62800;  335900;  344600;  330200;   48200;   31000;   40300;
  190600;  312500;   89900;  349400;  337500;  333000;   22200;   47000;   17500;  192900;  314700;   61400;  333200;  354500;  331800;   37200;   30100;   27100;
  191500;  335000;  100600;  341900;  338600;  335400;   20600;   46200;   16700;  189900;  318400;   61300;  335900;  344200;  332200;   30600;   29500;   26000;
  191300;  316800;   99000;  437400;  341400;  331800;   19200;   32400;   17500;  191900;  323900;   61700;  338600;  352700;  379700;   30700;   28300;   25900;
  191100;  339900;  100500;  517100;  342400;  334600;   20300;   31300;   49000;  192500;  317100;   69200;  336300;  340500;  333100;   30900;   32000;   28300;
  191300;  330000;  101600;  342800;  341000;  338400;   19600;   33500;   19400;  191400;  316400;   62600;  338100;  348200;  336400;   29300;   33000;   27500;
  193400;  322000;  103100;  372200;  343200;  336500;   19400;   33100;   16700;  192500;  325700;   62500;  337400;  344900;  340900;   32000;   29800;   26300;
  193600;  335600;  101500;  338500;  344600;  338200;   19800;   34500;   16800;  193100;  324400;   63000;  342500;  349700;  335700;   30400;   28400;   31800;
  195700;  364500;  101400;  351900;  346700;  339800;   19800;   32700;   17400;  194300;  334400;   63100;  338900;  347200;  336500;   31700;   32500;   31300;
  194200;  368500;  103200;  388700;  346000;  339100;   19400;   35100;   30900;  195700;  322200;   64500;  342000;  344500;  342400;   30100;   32000;   30200;
  197800;  354800;  101100;  345800;  349000;  340600;   19600;   46000;   18500;  193600;  319300;   62800;  339100;  344600;  340400;   31400;   32100;   26000;
  194100;  347400;  103100;  344800;  348600;  344300;   20000;   34400;   37300;  195300;  329100;   64900;  341100;  349400;  341600;   34100;   29200;   26100;
  195300;  330500;  103800;  342700;  347600;  343200;   20100;   32400;   17700;  195700;  314600;   64600;  396200;  347200;  342600;   45000;   30500;   27600;
  196500;  356000;  106600;  347600;  350500;  342700;   19800;   35200;   23900;  196300;  324800;   66100;  344000;  348900;  342700;   45000;   31200;   28300;
  198800;  371500;  101500;  348800;  352500;  345500;   25000;   34000;   32800;  195700;  329200;   64900;  350600;  352600;  348900;   46900;   30800;   28300;
  198400;  371500;  103300;  368000;  350200;  345900;   21700;   33600;   28100;  200700;  324900;   64000;  347000;  357400;  344600;   45100;   29000;   28300;
  197900;  370600;   59100;  348800;  352800;  348600;   20600;   32700;   26900;  197900;  324900;   64100;  351600;  358700;  348800;   46000;   31200;   28700;
  200200;  327600;   55500;  348700;  376800;  348500;   20000;   34900;   28200;  196900;  335400;   65100;  349000;  354600;  347600;   41500;   30700;   27800;
  202000;  337800;   55700;  352100;  355700;  349400;   20100;   34200;   26000;  199900;  331300;   65200;  352500;  357900;  348700;   47700;   32100;   28200;
  200700;  333400;   55800;  351400;  356900;  349300;   19700;   34700;   52000;  200000;  328300;   65500;  355400;  357000;  348700;   48100;   34300;   27300;
  200000;  326600;   56000;  353300;  355000;  353400;   20200;   32200;   25100;  201700;  345800;   65100;  627500;  355100;  350500;   47700;   40300;   28300;
  201500;  333800;   56300;  355700;  360600;  350300;   19900;   34300;   16200;  202400;  335200;   75300;  395800;  361400;  351500;   51300;   43900;   28000;
  201600;  340500;   56500;  357100;  361200;  354400;   20400;   34400;   17100;  201600;  333100;   73600;  354000;  361100;  357300;   49300;   32600;   28800;
  203100;  343200;   65000;  356000;  363500;  357600;   21100;   34800;   21800;  201600;  328800;   72600;  380500;  359200;  356000;   36300;   40600;   27400;
  205200;  337600;   71700;  358100;  365400;  353800;   21000;   32100;   17800;  205000;  325500;   74000;  377800;  360300;  355200;   47200;   35300;   28400;
  202700;  342400;   73300;  358000;  366800;  356300;   20100;   35700;   16900;  206600;  341700;   73400;  580700;  365400;  357100;   32700;   35500;   28100;
  203500;  348200;   63700;  363600;  363100;  359500;   21900;   36000;   17000;  203700;  352900;   73500;  357100;  363200;  357400;   29700;   32000;   28100;
  206900;  350100;   57100;  366000;  367900;  358100;   20200;   39000;   17700;  205000;  341300;   74800;  408800;  367600;  358100;   36400;   36500;   27500;
  244500;  324400;   57300;  362500;  367900;  377300;   20600;   34900;   17700;  205000;  352100;   69500;  360700;  366700;  359200;   33700;   29400;   28900;
  208900;  345900;   61200;  364300;  367800;  359600;   20500;   33100;   17300;  206300;  343700;   66100;  361700;  371100;  360200;   33300;   32000;   28800;
  206300;  348700;   58800;  363600;  369500;  361600;   22100;   36100;   18300;  248500;  348000;   68100;  362400;  382200;  362200;   32700;   49200;   28600;
  207700;  392800;   57700;  363300;  368700;  365700;   25400;   35400;   18800;  206000;  343300;   74500;  361500;  367600;  363100;   33400;   30100;   29700;
  209700;  383500;   60600;  367300;  369900;  366000;   28800;   40800;   18200;  207600;  344700;   74300;  363300;  371900;  364300;   32700;   32400;   27300;
  214600;  384700;   63200;  435100;  373900;  368200;   31500;   46400;   18200;  209200;  347000;   74500;  364200;  373500;  364900;   33100;   30200;   28700;
  231400;  384000;   58300;  375300;  369900;  376500;   29600;   41400;   17500;  212400;  347900;   71600;  368600;  371800;  371700;   32500;   31300;   30400;
  245000;  391000;   58500;  369500;  377000;  374000;   57400;   36500;   17100;  205100;  351000;   68700;  367600;  372700;  369400;   31400;   33200;   29000;
  212900;  386800;   58700;  371700;  377400;  397600;   24100;   35100;   18000;  201700;  368700;   68400;  366900;  375700;  366900;   32300;   32000;   27200;
  229000;  403400;   60200;  371500;  375300;  366700;   19700;   34800;   17800;  207000;  389400;   69700;  371200;  379200;  367600;   39900;   29900;   28600;
  262700;  385700;   59700;  373800;  378800;  384800;   23700;   35400;   17600;  209500;  359500;   69700;  371200;  380100;  369300;   35000;   33300;   29000;
  375100;  391500;   59500;  370700;  379400;  395400;   20800;   35700;   18200;  212300;  351000;   69700;  372600;  376000;  374900;   32600;   31300;   32200;
  243700;  394900;   59400;  372900;  378600;  474900;   21700;   35200;   18200;  213000;  355700;   69100;  376700;  383300;  371300;   31200;   32900;   28600;
  382600;  392500;   59500;  381000;  382700;  461500;   20100;  609500;   17800;  209900;  360800;   75000;  373000;  381900;  376200;   32400;   38300;   27600;
  213500;  396400;   67300;  382400;  382700;  505900;   20100;   23100;   17900;  215400;  373300;   84000;  373800;  382300;  376300;   32700;   31400;   28400;
  229900;  386500;   59700;  384300;  383800;  403600;   20000;   26000;   20400;  232500;  365300;   85200;  376400;  382700;  375500;   33300;   31200;   28600;
  281600;  387100;   60000;  383200;  384300;  418300;   20200;   26300;   19900;  312100;  350300;   86000;  378300;  384900;  375900;   32400;   36800;   29200;
  242900;  399200;   60200;  385500;  388400;  392800;   20300;   23300;   22400;  209600;  418100;   85800;  379600;  384900;  463300;   33000;   33900;   30400;
  234400;  401600;   60400;  402200;  391600;  383700;   21300;   24100;   19600;  213200;  390100;   86300;  381300;  387600;  382900;   33100;   35500;   28500;
  234900;  403500;   60600;  394400;  387100;  380900;   20600;   24100;   20100;  211400;  399500;   86900;  381700;  386800;  412800;   31700;   30500;   30500;
  232900;  403800;   65000;  391200;  392300;  381600;   25100;   31200;   19300;  297700;  414000;   86900;  385200;  390500;  384700;   32500;   30600;   30100;
  274600;  399800;   62300;  387700;  388700;  382600;   20600;   24200;   23900;  225800;  413400;   87100;  381900;  392000;  390500;   32300;   34000;   30500;
  233600;  397300;   60900;  390100;  395500;  383200;   21400;   23700;   25800;  237800;  407900;   87500;  386700;  392000;  388600;   31300;   32000;   30000;
  236400;  404900;   65300;  395000;  392600;  386000;   21000;   24300;   19300;  244300;  415900;   87500;  421300;  393000;  390300;   31900;   33500;   32400;
  279700;  395200;   75700;  396500;  391800;  385500;   20800;   23100;   19400;  214600;  406600;   89600;  385800;  394100;  387800;   33600;   30500;   29200;
  220100;  405100;   76400;  421300;  394100;  390500;   20800;   23100;   19800;  211500;  387100;   90800;  389200;  395600;  388600;   40100;   31700;   30600;
  244300;  413400;   71600;  412800;  391900;  390200;   20100;   23100;   18700;  263300;  401600;   88400;  388500;  393600;  391500;   33100;   32000;   28800;
  240900;  412200;   61600;  389100;  398100;  392400;   20600;   23700;   25000;  224600;  362600;   88500;  414900;  393800;  396900;   34500;   32900;   30900;
  257800;  418500;   62400;  394300;  396600;  389500;   23000;   23900;   19000;  217800;  375300;   88700;  392200;  394300;  402900;   32800;   32600;   28900;
  223200;  408300;   67900;  393000;  401300;  398800;   20500;   24800;   19500;  223500;  389500;   89200;  391600;  397500;  409900;   32300;   31700;   30500;
  242400;  411600;   70900;  393900;  426500;  396400;   21400;   23500;   18600;  224800;  381300;   89600;  396600;  404400;  419500;   36100;   31900;   29800;
  241800;  411500;   62400;  406600;  463300;  392500;   20900;   24500;   18300;  226200;  359600;   89500;  394300;  397000;  409000;   44200;   32600;   30300;
  261600;  412100;   62800;  395000;  422600;  393200;   21000;   25000;   17600;  225200;  362800;   90200;  396700;  402300;  407600;   34900;   33200;   29500;
  246500;  413100;   62800;  411400;  404200;  397500;   20900;   24000;   19400;  227800;  376400;   89900;  396200;  402600;  407400;   42600;   33100;   28500;
  243100;  419500;   62800;  421600;  442500;  396200;   21200;   24100;   26200;  225900;  362400;   90100;  398900;  404300;  415200;   37800;   33500;   28600;
  247200;  419500;   68500;  413600;  491500;  401700;   20500;   25000;   23200;  226700;  386600;   91800;  406500;  410300;  415000;   32100;   33200;   31100;
  264100;  419100;   64100;  401000;  500300;  399100;   24300;   23500;   18700;  227100;  381000;   90700;  401900;  407200;  417000;   36100;   38900;   30000;
  246800;  418300;   63400;  405100;  490100;  404200;   21200;   24500;   18100;  229400;  385700;   90600;  401900;  411000;  416100;   38000;   33700;   29800;
  247800;  417300;   76000;  414600;  427500;  400900;   24100;   25500;   18300;  228800;  378100;   90900;  401600;  416200;  415000;   32200;   33000;   29300;
  264100;  401000;   80400;  427000;  496600;  402100;   22200;   24900;   22000;  228100;  398900;   91900;  404000;  413700;  404900;   33800;   38000;   28200;
  231400;  413900;   75400;  422600;  449200;  416500;   20800;   25700;   28900;  230000;  378100;   92100;  404100;  409300;  406800;   34100;   31900;   29800;
  249600;  412100;   63900;  405200;  496600;  408100;   29800;   26300;   19200;  231100;  372200;   91900;  408300;  412800;  416100;   34300;   50000;   30100;
  249400;  386900;   68900;  406400;  417400;  407800;   21100;   24900;   27600;  231100;  385300;   91700;  408100;  420900;  404500;   33000;   33100;   60300;
  269300;  387900;   67100;  413700;  421500;  407700;   21300;   24400;   53700;  232800;  384400;   92900;  407100;  429600;  406900;   32600;   32600;   32500;
  236800;  383600;   69000;  410200;  419700;  408100;   22700;   33900;   51500;  233100;  382000;   92300;  436000;  432000;  411300;   32500;   33300;   29900;
  251200;  403500;   64700;  450100;  420900;  411800;   26800;   40000;   46700;  237900;  370100;   92800;  410600;  414800;  423200;   33700;   32600;   29600;
  259500;  386300;   64800;  413100;  417800;  411200;   21800;   42200;   37100;  234400;  370500;   94800;  412500;  423300;  417900;   38500;   32500;   30700;
  270300;  388400;   65100;  417000;  417200;  412700;   21600;   42900;   21400;  236900;  389100;   93000;  416300;  420800;  432900;   36300;   33700;   31200;
  255500;  387900;   66600;  464600;  417600;  413400;   21200;   34900;   20500;  236000;  383700;   93600;  416500;  426000;  455600;   35300;   33100;   37300;
  255700;  402200;   75100;  462400;  420300;  415400;   22100;   36200;   19500;  238100;  395900;   93600;  414200;  419900;  415400;   33100;   34000;   31800;
  277700;  394800;   71000;  429300;  423400;  419800;   26800;   40600;   20000;  237600;  394200;   94400;  422900;  421500;  419500;   36900;   33200;   31200;
  241000;  391500;   65800;  416700;  423800;  418400;   23200;   34000;   19300;  238300;  379200;   94000;  416900;  449900;  417300;   33700;   33800;   29900;
  268700;  390900;   65900;  431500;  430100;  421400;   33600;   37100;   20400;  239300;  399400;   94400;  427900;  424800;  418000;   34900;   33100;   31700;
